,account_length,voice_mail_plan,voice_mail_messages,day_mins,evening_mins,night_mins,international_mins,customer_service_calls,international_plan,day_calls,day_charge,evening_calls,evening_charge,night_calls,night_charge,international_calls,international_charge,total_charge,churn
2387,108.0,1.0,32.0,209.5,109.6,189.7,9.1,3.5,0.0,108.0,35.62,64.0,9.32,145.0,8.54,6.0,2.46,55.94,1
2388,161.0,0.0,0.0,297.9,238.1,240.5,8.9,1.0,0.0,141.0,50.64,107.0,20.24,93.0,10.82,5.0,2.4,84.1,1
2389,130.0,0.0,0.0,212.8,189.8,170.1,10.6,0.0,0.0,102.0,36.18,137.0,16.13,105.0,7.65,4.0,2.86,62.82,1
2390,122.0,0.0,0.0,145.6,284.7,228.2,12.2,0.0,0.0,102.0,24.75,111.0,24.2,91.0,10.27,5.0,3.29,62.51,0
2391,130.0,1.0,19.0,152.9,213.2,205.3,10.8,2.0,0.0,87.0,25.99,99.0,18.12,114.0,9.24,6.0,2.92,56.27,0
2392,90.0,0.0,0.0,125.4,269.1,238.6,11.0,1.0,0.0,154.5,21.32,83.0,22.87,103.0,10.74,7.0,2.97,57.9,0
2393,139.0,1.0,25.0,138.3,80.6,163.7,8.3,0.0,0.0,96.0,23.51,79.0,6.85,83.0,7.37,8.0,2.24,39.97,0
2394,57.0,0.0,0.0,189.3,174.9,221.9,11.2,3.0,0.0,154.5,32.18,70.0,14.87,117.0,9.99,5.0,3.02,60.06,0
2395,128.0,0.0,0.0,199.3,194.8,298.2,14.3,3.5,0.0,86.0,33.88,102.0,16.56,82.0,13.42,2.0,3.86,67.72,0
2396,127.0,0.0,0.0,247.5,108.5,232.0,10.6,2.0,0.0,99.0,42.08,118.0,9.22,72.0,10.44,3.0,2.86,64.6,0
2397,107.0,0.0,0.0,294.9,192.8,148.1,13.2,1.0,0.0,71.0,50.13,78.0,16.39,87.0,6.66,5.0,3.56,76.74,1
2398,177.0,0.0,0.0,175.4,155.3,179.4,11.5,1.0,0.0,99.0,29.82,83.0,13.2,86.0,8.07,3.0,3.11,54.2,0
2399,121.0,0.0,0.0,179.4,143.0,116.3,11.2,1.0,0.0,70.0,30.5,93.0,12.16,113.0,5.23,5.0,3.02,50.91,0
2400,99.0,1.0,39.0,126.8,293.6,174.1,8.4,0.0,0.0,94.0,21.56,115.0,24.96,91.0,7.83,4.0,2.27,56.62,0
2401,126.0,0.0,0.0,239.7,281.7,183.5,11.4,1.0,0.0,87.0,40.75,92.0,23.94,113.0,8.26,1.0,3.08,76.03,1
2402,77.0,1.0,33.0,143.0,212.2,104.9,15.3,3.5,0.0,101.0,24.31,102.0,18.04,120.0,4.72,4.0,4.13,51.2,1
2403,21.0,0.0,0.0,91.9,198.4,171.7,13.0,2.0,0.0,109.0,15.62,111.0,16.86,125.0,7.73,7.0,3.51,43.72,0
2404,56.0,0.0,0.0,210.4,176.6,149.7,15.5,1.0,0.0,80.0,35.77,96.0,15.01,56.0,6.74,4.0,4.19,61.71,0
2405,92.0,1.0,29.0,201.3,203.7,129.9,6.4,1.0,0.0,130.0,34.22,115.0,17.31,113.0,5.85,6.0,1.73,59.11,1
2406,81.0,0.0,0.0,145.6,287.9,181.7,9.2,2.0,0.0,59.0,24.75,131.0,24.47,121.0,8.18,4.0,2.48,59.88,0
2407,139.0,1.0,31.0,203.5,200.3,214.0,13.4,1.0,0.0,82.0,34.6,72.0,17.03,112.0,9.63,6.0,3.62,64.88,1
2408,68.0,0.0,0.0,232.4,153.3,214.6,10.5,1.0,0.0,76.0,39.51,103.0,13.03,107.0,9.66,2.0,2.84,65.04,0
2409,183.0,1.0,8.0,86.5,285.2,180.4,8.7,2.0,0.0,119.0,14.71,97.0,24.24,133.0,8.12,2.0,2.35,49.42,0
2410,90.0,0.0,0.0,109.9,220.8,104.0,10.9,0.0,0.0,102.0,18.68,114.0,18.77,133.0,4.68,6.0,2.94,45.07,0
2411,165.0,0.0,0.0,156.0,276.1,175.9,9.3,1.0,0.0,88.0,26.52,81.0,23.47,94.0,7.92,5.0,2.51,60.42,0
2412,89.0,0.0,0.0,325.45000000000005,165.1,162.9,7.5,1.0,0.0,112.0,55.33,110.0,14.03,97.0,7.33,1.0,2.03,78.86,1
2413,59.0,0.0,0.0,195.0,198.5,304.3,14.8,0.0,0.0,58.0,33.15,88.0,16.87,110.0,13.69,9.0,4.0,67.71,0
2414,16.0,0.0,0.0,110.0,147.3,190.5,6.4,0.0,0.0,91.0,18.7,75.0,12.52,73.0,8.57,7.0,1.73,41.52,0
2415,114.0,0.0,0.0,147.1,161.0,275.9,9.0,3.5,0.0,119.0,25.01,111.0,13.69,106.0,12.42,3.0,2.43,53.55,1
2416,113.0,0.0,0.0,156.0,256.8,175.3,11.9,2.0,0.0,141.0,26.52,72.0,21.83,123.0,7.89,5.0,3.21,59.45,0
2417,120.0,0.0,0.0,98.2,186.7,146.7,9.3,2.0,0.0,99.0,16.69,85.0,15.87,96.0,6.6,4.0,2.51,41.67,0
2418,115.0,0.0,0.0,210.6,153.1,262.2,11.0,0.0,0.0,120.0,35.8,84.0,13.01,79.0,11.8,5.0,2.97,63.58,0
2419,37.0,0.0,0.0,239.9,261.6,207.1,8.9,2.0,0.0,120.0,40.78,88.0,22.24,88.0,9.32,4.0,2.4,74.74,1
2420,100.0,0.0,0.0,159.9,179.9,154.4,11.6,2.0,0.0,94.0,27.18,95.0,15.29,102.0,6.95,2.0,3.13,52.55,1
2421,132.0,0.0,0.0,197.8,133.9,177.3,10.9,3.5,0.0,66.0,33.63,119.0,11.38,94.0,7.98,3.0,2.94,55.93,1
2422,38.0,1.0,36.0,115.4,166.2,184.7,15.2,2.0,0.0,98.0,19.62,83.0,14.13,79.0,8.31,6.0,4.1,46.16,0
2423,1.0,0.0,0.0,123.8,236.2,73.2,3.7,0.0,0.0,113.0,21.05,77.0,20.08,81.0,3.29,2.0,1.0,45.42,0
2424,97.0,1.0,15.0,117.6,196.3,157.4,6.4,1.0,0.0,97.0,19.99,126.0,16.69,113.0,7.08,3.0,1.73,45.49,0
2425,55.0,1.0,28.0,105.3,197.4,187.5,8.6,2.0,0.0,82.0,17.9,109.0,16.78,91.0,8.44,6.0,2.32,45.44,0
2426,75.0,0.0,0.0,111.7,237.3,253.5,13.1,1.0,0.0,121.0,18.99,119.0,20.17,110.0,11.41,6.0,3.54,54.11,0
2427,83.0,0.0,0.0,159.3,202.3,229.0,9.5,2.0,0.0,104.0,27.08,98.0,17.2,73.0,10.31,3.0,2.57,57.16,0
2428,40.0,0.0,0.0,81.7,210.2,212.0,11.3,3.5,0.0,123.0,13.89,108.0,17.87,64.0,9.54,3.0,3.05,44.35,1
2429,101.0,1.0,21.0,238.0,209.6,233.0,10.0,2.0,0.0,88.0,40.46,84.0,17.82,95.0,10.49,5.0,2.7,71.47,0
2430,120.0,1.0,40.0,128.1,247.7,199.7,15.6,0.0,0.0,99.0,21.78,78.0,21.05,121.0,8.99,3.0,4.21,56.03,0
2431,183.0,1.0,31.0,171.2,193.6,196.5,10.2,1.0,0.0,104.0,29.1,74.0,16.46,85.0,8.84,4.0,2.75,57.15,0
2432,75.0,0.0,0.0,109.0,259.3,182.1,13.3,3.5,0.0,88.0,18.53,120.0,22.04,119.0,8.19,3.0,3.59,52.35,1
2433,80.0,0.0,0.0,220.0,207.7,168.4,12.1,2.0,0.0,114.0,37.4,76.0,17.65,137.0,7.58,3.0,3.27,65.9,0
2434,88.0,0.0,0.0,55.6,242.7,176.3,11.3,0.0,0.0,65.0,9.45,121.0,20.63,134.0,7.93,4.0,3.05,41.06,0
2435,112.0,1.0,23.0,286.6,315.3,193.9,10.3,1.0,0.0,79.0,48.72,102.0,26.8,101.0,8.73,6.0,2.78,87.03,0
2436,63.0,0.0,0.0,207.6,229.0,162.6,13.3,1.0,0.0,96.0,35.29,112.0,19.47,131.0,7.32,2.0,3.59,65.67,0
2437,105.0,1.0,31.0,109.6,249.3,321.2,8.3,3.5,0.0,108.0,18.63,119.0,21.19,101.0,14.45,4.0,2.24,56.51,1
2438,92.0,0.0,0.0,197.2,242.3,192.0,11.0,2.0,0.0,113.0,33.52,116.0,20.6,76.0,8.64,5.0,2.97,65.73,0
2439,177.0,0.0,0.0,175.7,168.6,198.9,14.6,1.0,0.0,120.0,29.87,90.0,14.33,110.0,8.95,4.0,3.94,57.09,0
2440,118.0,0.0,0.0,205.2,184.8,176.1,7.0,0.0,0.0,115.0,34.88,137.0,15.71,115.0,7.92,6.0,1.89,60.4,0
2441,111.0,1.0,13.0,193.1,111.6,227.4,12.1,1.0,0.0,104.0,32.83,98.0,9.49,94.0,10.23,4.0,3.27,55.82,0
2442,82.0,1.0,34.0,232.6,153.2,286.7,4.7,3.0,0.0,121.0,39.54,115.0,13.02,77.0,12.9,3.0,1.27,66.73,0
2443,74.0,0.0,0.0,102.7,149.3,188.1,11.0,0.0,0.0,89.0,17.46,100.0,12.69,114.0,8.46,5.0,2.97,41.58,0
2444,121.0,1.0,31.0,263.1,279.3,127.1,9.7,3.5,0.0,70.0,44.73,118.0,23.74,143.0,5.72,4.0,2.62,76.81,0
2445,131.0,0.0,0.0,197.0,201.0,151.2,11.6,1.0,0.0,79.0,33.49,114.0,17.09,111.0,6.8,5.0,3.13,60.51,0
2446,125.0,0.0,0.0,169.3,156.0,210.8,11.6,2.0,0.0,90.0,28.78,138.0,13.26,106.0,9.49,6.0,3.13,54.66,0
2447,19.0,0.0,0.0,201.5,129.2,220.6,12.9,1.0,0.0,123.0,34.26,110.0,10.98,98.0,9.93,4.0,3.48,58.65,0
2448,138.0,0.0,0.0,251.0,91.2,142.2,13.8,3.0,0.0,119.0,42.67,96.0,7.75,87.0,6.4,3.0,3.73,60.55,0
2449,119.0,0.0,0.0,230.4,225.0,198.5,7.6,3.0,0.0,117.0,39.17,101.0,19.13,111.0,8.93,6.0,2.05,69.28,0
2450,137.0,0.0,0.0,109.8,230.5,255.8,11.9,1.0,0.0,120.0,18.67,86.0,19.59,103.0,11.51,6.0,3.21,52.98,0
2451,182.0,0.0,0.0,279.5,203.2,174.2,10.7,2.0,0.0,118.0,47.52,113.0,17.27,101.0,7.84,4.0,2.89,75.52,1
2452,135.0,0.0,0.0,173.4,222.0,64.54999999999998,13.7,1.0,0.0,107.0,29.48,84.0,18.87,94.0,2.914999999999999,6.0,3.7,54.94,0
2453,134.0,1.0,38.0,214.4,211.7,165.0,10.0,1.0,0.0,93.0,36.45,57.0,17.99,79.0,7.43,8.0,2.7,64.57,0
2454,45.0,0.0,0.0,96.1,246.8,229.7,9.7,1.0,0.0,103.0,16.34,134.0,20.98,92.0,10.34,4.0,2.62,50.28,0
2455,129.0,0.0,0.0,101.4,249.1,157.6,7.1,1.0,0.0,145.0,17.24,116.0,21.17,107.0,7.09,6.0,1.92,47.42,0
2456,142.0,0.0,0.0,232.5,181.8,203.1,10.4,3.5,0.0,74.0,39.53,142.0,15.45,86.0,9.14,6.0,2.81,66.93,0
2457,130.0,1.0,45.0,174.5,217.5,220.3,12.2,1.0,0.0,120.0,29.67,95.0,18.49,67.0,9.91,2.0,3.29,61.36,0
2458,163.0,1.0,23.0,224.0,233.5,293.9,8.8,1.0,0.0,126.0,38.08,89.0,19.85,104.0,13.23,4.0,2.38,73.54,0
2459,105.0,0.0,0.0,211.1,176.7,221.5,14.7,3.5,0.0,99.0,35.89,66.0,15.02,96.0,9.97,7.0,3.97,64.85,0
2460,119.0,0.0,0.0,109.2,153.1,240.0,9.8,2.0,0.0,96.0,18.56,80.0,13.01,102.0,10.8,5.0,2.65,45.02,0
2461,78.0,0.0,0.0,220.0,179.9,188.2,11.5,0.0,0.0,95.0,37.4,121.0,15.29,109.0,8.47,5.0,3.11,64.27,0
2462,92.0,0.0,0.0,181.4,164.5,171.0,10.9,2.0,0.0,98.0,30.84,98.0,13.98,110.0,7.69,4.0,2.94,55.45,0
2463,146.0,1.0,11.0,180.7,173.7,231.5,10.1,2.0,0.0,82.0,30.72,90.0,14.76,89.0,10.42,4.0,2.73,58.63,0
2464,125.0,1.0,32.0,96.5,145.8,174.4,9.4,1.0,0.0,109.0,16.41,109.0,12.39,82.0,7.85,2.0,2.54,39.19,0
2465,88.0,0.0,0.0,183.5,170.5,193.8,8.3,3.0,0.0,93.0,31.2,80.0,14.49,88.0,8.72,5.0,2.24,56.65,0
2466,83.0,1.0,38.0,107.9,140.4,253.6,10.5,0.0,0.0,90.0,18.34,94.0,11.93,79.0,11.41,2.0,2.84,44.52,0
2467,3.0,0.0,0.0,161.0,244.9,180.8,7.7,1.0,0.0,96.0,27.37,82.0,20.82,103.0,8.14,6.0,2.08,58.41,0
2468,152.0,1.0,41.0,146.8,285.6,213.6,4.3,1.0,0.0,128.0,24.96,96.0,24.28,80.0,9.61,2.0,1.16,60.01,1
2469,48.0,0.0,0.0,149.2,161.9,197.9,8.3,3.0,0.0,146.0,25.36,109.0,13.76,109.0,8.91,2.0,2.24,50.27,0
2470,189.0,0.0,0.0,227.8,169.5,201.1,5.6,3.0,0.0,124.0,38.73,112.0,14.41,91.0,9.05,4.0,1.51,63.7,0
2471,95.0,1.0,23.0,160.3,202.4,191.1,7.4,0.0,0.0,87.0,27.25,101.0,17.2,122.0,8.6,3.0,2.0,55.05,0
2472,129.0,0.0,0.0,137.8,225.8,145.2,10.2,1.0,0.0,120.0,23.43,110.0,19.19,95.0,6.53,6.0,2.75,51.9,1
2473,66.0,1.0,40.0,141.7,268.3,241.3,8.5,0.0,0.0,87.0,24.09,89.0,22.81,68.0,10.86,7.0,2.3,60.06,0
2474,80.0,1.0,22.0,196.4,150.3,176.2,9.3,0.0,0.0,115.0,33.39,109.0,12.78,75.0,7.93,1.0,2.51,56.61,0
2475,1.0,0.0,0.0,175.2,151.7,230.5,5.3,1.0,0.0,74.0,29.78,79.0,12.89,109.0,10.37,3.0,1.43,54.47,0
2476,84.0,0.0,0.0,146.8,171.7,234.5,9.9,1.0,0.0,133.0,24.96,73.0,14.59,69.0,10.55,3.0,2.67,52.77,0
2477,96.0,0.0,0.0,173.9,287.4,204.8,9.1,1.0,0.0,111.0,29.56,105.0,24.43,91.0,9.22,7.0,2.46,65.67,0
2478,123.0,1.0,34.0,305.2,156.5,280.0,13.2,1.0,0.0,80.0,51.88,109.0,13.3,81.0,12.6,7.0,3.56,81.34,0
2479,116.0,1.0,29.0,162.3,279.3,192.7,11.7,3.0,0.0,91.0,27.59,79.0,23.74,131.0,8.67,2.0,3.16,63.16,1
2480,105.0,0.0,0.0,150.0,293.8,250.7,10.3,3.0,0.0,106.0,25.5,123.0,24.97,65.0,11.28,7.0,2.78,64.53,0
2481,80.0,0.0,0.0,197.5,206.9,163.6,11.3,1.0,0.0,114.0,33.58,119.0,17.59,109.0,7.36,4.0,3.05,61.58,0
2482,157.0,0.0,0.0,240.2,153.0,249.0,10.2,2.0,0.0,67.0,40.83,98.0,13.01,72.0,11.21,6.0,2.75,67.8,0
2483,67.0,1.0,30.0,186.2,286.7,164.3,12.9,2.0,0.0,117.0,31.65,76.0,24.37,113.0,7.39,3.0,3.48,66.89,0
2484,141.0,1.0,39.0,116.9,276.5,289.9,12.3,0.0,0.0,127.0,19.87,88.0,23.5,125.0,13.05,2.0,3.32,59.74,0
2485,79.0,1.0,17.0,236.7,263.5,259.6,12.0,1.0,0.0,95.0,40.24,56.0,22.4,107.0,11.68,4.0,3.24,77.56,0
2486,76.0,0.0,0.0,173.2,131.2,170.9,5.4,0.0,0.0,93.0,29.44,80.0,11.15,104.0,7.69,3.0,1.46,49.74,0
2487,111.0,0.0,0.0,152.2,137.2,185.9,9.8,0.0,0.0,114.0,25.87,102.0,11.66,97.0,8.37,3.0,2.65,48.55,0
2488,94.0,0.0,0.0,181.3,182.4,180.6,6.7,0.0,0.0,135.0,30.82,108.0,15.5,103.0,8.13,2.0,1.81,56.26,0
2489,143.0,0.0,0.0,167.8,211.0,153.5,10.5,3.5,0.0,72.0,28.53,99.0,17.94,109.0,6.91,6.0,2.84,56.22,1
2490,109.0,0.0,0.0,175.4,250.7,289.3,9.8,1.0,0.0,125.0,29.82,87.0,21.31,74.0,13.02,9.0,2.65,66.8,0
2491,138.0,0.0,0.0,87.6,266.9,214.6,9.8,2.0,0.0,112.0,14.89,107.0,22.69,104.0,9.66,10.0,2.65,49.89,0
2492,73.0,0.0,0.0,203.3,141.9,200.7,8.5,0.0,0.0,46.5,34.56,87.0,12.06,71.0,9.03,6.0,2.3,57.95,0
2493,21.0,0.0,0.0,92.6,161.9,285.0,11.3,3.5,0.0,95.0,15.74,70.0,13.76,78.0,12.83,3.0,3.05,45.38,1
2494,148.0,1.0,21.0,262.9,149.5,140.5,8.1,1.0,0.0,135.0,44.69,96.0,12.71,109.0,6.32,4.0,2.19,65.91,0
2495,103.0,0.0,0.0,160.8,155.8,254.3,8.5,1.0,0.0,91.0,27.34,82.0,13.24,103.0,11.44,3.0,2.3,54.32,0
2496,143.0,1.0,22.0,141.8,167.3,178.1,7.8,1.0,0.0,116.0,24.11,99.0,14.22,130.0,8.01,3.0,2.11,48.45,0
2497,79.0,1.0,32.0,50.6,201.4,146.8,4.2,2.0,0.0,62.0,8.6,87.0,17.12,121.0,6.61,4.0,1.13,33.46,0
2498,89.0,0.0,0.0,134.9,156.0,197.5,10.2,1.0,0.0,59.0,22.93,152.0,13.26,112.0,8.89,5.0,2.75,47.83,0
2499,120.0,0.0,0.0,252.1,226.1,155.6,13.8,1.0,0.0,110.0,42.86,103.0,19.22,83.0,7.0,3.0,3.73,72.81,0
2500,121.0,1.0,41.0,215.5,241.8,147.0,9.6,1.0,0.0,95.0,36.64,92.0,20.55,108.0,6.61,3.0,2.59,66.39,0
2501,101.0,0.0,0.0,124.8,257.2,193.2,13.4,0.0,0.0,66.0,21.22,85.0,21.86,115.0,8.69,4.0,3.62,55.39,0
2502,115.0,0.0,0.0,178.7,271.0,245.9,16.4,2.0,0.0,114.0,30.38,96.0,23.04,94.0,11.07,5.0,4.43,68.92,0
2503,168.0,0.0,0.0,183.2,179.2,292.8,9.9,2.0,0.0,131.0,31.14,73.0,15.23,100.0,13.18,5.0,2.67,62.22,0
2504,90.0,0.0,0.0,167.5,139.1,138.4,13.0,1.0,0.0,96.0,28.48,104.0,11.82,87.0,6.23,1.0,3.51,50.04,0
2505,70.0,0.0,0.0,147.1,200.0,234.9,12.5,3.0,0.0,105.0,25.01,135.0,17.0,65.0,10.57,9.0,3.38,55.96,0
2506,138.0,0.0,0.0,230.1,212.0,174.9,13.2,1.0,0.0,107.0,39.12,120.0,18.02,119.0,7.87,4.0,3.56,68.57,0
2507,43.0,0.0,0.0,135.8,163.2,229.8,12.6,0.0,0.0,125.0,23.09,88.0,13.87,106.0,10.34,3.0,3.4,50.7,0
2508,117.0,1.0,20.0,205.7,136.1,159.4,8.7,2.0,0.0,98.0,34.97,107.0,11.57,147.0,7.17,3.0,2.35,56.06,0
2509,108.0,0.0,0.0,73.8,143.4,170.2,10.9,2.0,0.0,105.0,12.55,114.0,12.19,98.0,7.66,3.0,2.94,35.34,0
2510,118.0,0.0,0.0,189.3,233.5,270.9,10.0,2.0,0.0,119.0,32.18,112.0,19.85,104.0,12.19,1.0,2.7,66.92,0
2511,169.0,0.0,0.0,147.2,161.9,142.1,7.2,3.0,0.0,115.0,25.02,123.0,13.76,103.0,6.39,6.0,1.94,47.11,0
2512,62.0,1.0,42.0,137.3,184.2,231.4,10.2,0.0,0.0,95.0,23.34,94.0,15.66,70.0,10.41,3.0,2.75,52.16,0
2513,86.0,0.0,0.0,70.7,211.0,174.6,3.1000000000000005,2.0,0.0,125.0,12.02,113.0,17.94,107.0,7.86,0.0,0.8449999999999995,37.82,0
2514,44.0,0.0,0.0,204.6,205.2,164.6,10.7,0.0,0.0,117.0,34.78,94.0,17.44,84.0,7.41,5.0,2.89,62.52,0
2515,111.0,0.0,0.0,123.1,213.9,184.9,12.0,3.5,0.0,88.0,20.93,84.0,18.18,88.0,8.32,2.0,3.24,50.67,1
2516,127.0,1.0,19.0,129.7,160.8,265.0,12.2,2.0,0.0,115.0,22.05,101.0,13.67,63.0,11.93,3.0,3.29,50.94,0
2517,151.0,0.0,0.0,198.7,209.5,281.9,12.4,0.0,0.0,70.0,33.78,106.0,17.81,126.0,12.69,4.0,3.35,67.63,0
2518,53.0,0.0,0.0,145.1,233.7,208.7,7.9,2.0,0.0,116.0,24.67,82.0,19.86,95.0,9.39,5.0,2.13,56.05,0
2519,15.0,0.0,0.0,135.2,152.5,224.8,8.4,2.0,0.0,101.0,22.98,79.0,12.96,83.0,10.12,5.0,2.27,48.33,0
2520,123.0,1.0,28.0,124.7,250.4,216.4,7.8,1.0,0.0,105.0,21.2,78.0,21.28,128.0,9.74,8.0,2.11,54.33,0
2521,137.0,0.0,0.0,215.9,145.4,186.9,12.1,1.0,0.0,76.0,36.7,118.0,12.36,129.0,8.41,4.0,3.27,60.74,0
2522,106.0,0.0,0.0,119.2,228.4,197.9,8.4,2.0,0.0,142.0,20.26,139.0,19.41,61.0,8.91,9.0,2.27,50.85,0
2523,88.0,0.0,0.0,144.3,156.4,214.7,7.8,3.0,0.0,116.0,24.53,74.0,13.29,90.0,9.66,10.0,2.11,49.59,0
2524,106.0,0.0,0.0,235.2,220.6,236.3,11.8,1.0,0.0,121.0,39.98,87.0,18.75,91.0,10.63,4.0,3.19,72.55,0
2525,95.0,0.0,0.0,174.0,281.1,197.2,9.7,0.0,0.0,57.0,29.58,118.0,23.89,94.0,8.87,2.0,2.62,64.96,0
2526,57.0,0.0,0.0,115.0,122.3,245.0,6.4,0.0,0.0,65.0,19.55,96.0,10.4,75.0,11.03,1.0,1.73,42.71,1
2527,184.0,0.0,0.0,151.7,178.5,229.1,13.1,2.0,0.0,93.0,25.79,77.0,15.17,111.0,10.31,8.0,3.54,54.81,0
2528,109.0,0.0,0.0,153.1,234.1,329.2,9.9,3.0,0.0,102.0,26.03,77.0,19.9,74.0,14.81,9.0,2.67,63.41,0
2529,127.0,0.0,0.0,218.6,149.9,204.6,9.2,2.0,0.0,93.0,37.16,130.0,12.74,131.0,9.21,5.0,2.48,61.59,0
2530,82.0,0.0,0.0,265.2,178.7,174.7,10.7,2.0,0.0,122.0,45.08,102.0,15.19,90.0,7.86,9.0,2.89,71.02,0
2531,180.0,0.0,0.0,143.3,180.5,184.2,10.1,1.0,0.0,134.0,24.36,113.0,15.34,87.0,8.29,4.0,2.73,50.72,0
2532,174.0,0.0,0.0,190.3,252.7,220.6,7.2,2.0,0.0,98.0,32.35,70.0,21.48,97.0,9.93,9.0,1.94,65.7,0
2533,92.0,0.0,0.0,184.7,262.0,239.5,12.3,2.0,0.0,60.0,31.4,73.0,22.27,120.0,10.78,6.0,3.32,67.77,1
2534,81.0,0.0,0.0,115.3,224.7,152.5,17.5,1.0,0.0,99.0,19.6,117.0,19.1,98.0,6.86,2.0,4.7250000000000005,50.42,0
2535,125.0,0.0,0.0,113.0,169.2,156.6,9.2,2.0,0.0,108.0,19.21,107.0,14.38,61.0,7.05,5.0,2.48,43.12,1
2536,119.0,0.0,0.0,294.2,232.5,195.0,9.0,0.0,0.0,100.0,50.01,53.0,19.76,64.0,8.78,1.0,2.43,80.98,1
2537,122.0,0.0,0.0,215.6,167.8,207.0,6.4,3.0,0.0,86.0,36.65,59.0,14.26,67.0,9.32,8.0,1.73,61.96,0
2538,34.0,0.0,0.0,128.8,208.7,202.1,14.0,1.0,0.0,80.0,21.9,93.0,17.74,103.0,9.09,7.0,3.78,52.51,0
2539,138.0,1.0,28.0,211.2,312.5,178.0,10.7,3.0,0.0,117.0,35.9,98.0,26.56,118.0,8.01,2.0,2.89,73.36,1
2540,90.0,1.0,24.0,71.2,181.6,186.9,12.9,1.0,0.0,82.0,12.1,103.0,15.44,111.0,8.41,1.0,3.48,39.43,0
2541,73.0,0.0,0.0,94.9,253.2,175.1,14.2,2.0,0.0,121.0,16.13,83.0,21.52,86.0,7.88,2.0,3.83,49.36,0
2542,19.0,0.0,0.0,259.4,269.7,175.3,9.5,1.0,0.0,116.0,44.1,109.0,22.92,130.0,7.89,3.0,2.57,77.48,1
2543,120.0,1.0,28.0,215.8,285.2,192.1,6.9,1.0,0.0,123.0,36.69,76.0,24.24,78.0,8.64,3.0,1.86,71.43,0
2544,160.0,0.0,0.0,97.5,268.1,255.3,13.2,3.0,0.0,113.0,16.58,69.0,22.79,62.0,11.49,4.0,3.56,54.42,0
2545,141.0,0.0,0.0,146.5,169.9,238.8,8.2,0.0,0.0,121.0,24.91,125.0,14.44,112.0,10.75,5.0,2.21,52.31,0
2546,90.0,0.0,0.0,157.9,234.0,210.0,12.2,2.0,0.0,72.0,26.84,93.0,19.89,86.0,9.45,5.0,3.29,59.47,0
2547,72.0,0.0,0.0,139.9,223.6,240.8,12.7,2.0,0.0,117.0,23.78,96.0,19.01,93.0,10.84,4.0,3.43,57.06,0
2548,117.0,1.0,21.0,153.2,263.3,135.0,11.9,1.0,0.0,112.0,26.04,110.0,22.38,85.0,6.08,7.0,3.21,57.71,0
2549,79.0,0.0,0.0,103.5,319.3,239.9,8.4,2.0,0.0,134.0,17.6,111.0,27.14,124.0,10.8,4.0,2.27,57.81,0
2550,87.0,0.0,0.0,185.8,192.3,200.0,6.6,1.0,0.0,119.0,31.59,83.0,16.35,96.0,9.0,4.0,1.78,58.72,0
2551,102.0,0.0,0.0,129.5,338.35,145.5,10.9,1.0,0.0,56.0,22.02,118.0,28.759999999999998,93.0,6.55,3.0,2.94,61.62,0
2552,49.0,0.0,0.0,236.6,220.9,146.8,8.9,1.0,0.0,91.0,40.22,146.0,18.78,114.0,6.61,2.0,2.4,68.01,0
2553,67.0,0.0,0.0,260.4,208.2,207.9,10.0,3.5,0.0,107.0,44.27,104.0,17.7,115.0,9.36,2.0,2.7,74.03,0
2554,107.0,0.0,0.0,167.3,163.9,185.9,6.7,2.0,0.0,100.0,28.44,79.0,13.93,100.0,8.37,5.0,1.81,52.55,0
2555,190.0,0.0,0.0,182.2,212.3,233.0,9.3,2.0,0.0,101.0,30.97,95.0,18.05,123.0,10.49,4.0,2.51,62.02,0
2556,118.0,0.0,0.0,113.0,150.1,204.3,10.8,2.0,0.0,80.0,19.21,87.0,12.76,115.0,9.19,4.0,2.92,44.08,0
2557,120.0,0.0,0.0,185.7,235.1,256.4,16.9,0.0,0.0,133.0,31.57,149.0,19.98,78.0,11.54,6.0,4.56,67.65,0
2558,94.0,0.0,0.0,136.2,165.1,137.9,9.6,0.0,0.0,114.0,23.15,118.0,14.03,71.0,6.21,5.0,2.59,45.98,0
2559,115.0,1.0,29.0,222.6,190.3,201.2,11.5,1.0,0.0,81.0,37.84,109.0,16.18,87.0,9.05,2.0,3.11,66.18,0
2560,61.0,0.0,0.0,197.3,264.5,210.5,9.0,1.0,0.0,67.0,33.54,106.0,22.48,116.0,9.47,6.0,2.43,67.92,0
2561,143.0,1.0,33.0,141.4,186.4,210.0,7.7,1.0,0.0,130.0,24.04,114.0,15.84,111.0,9.45,6.0,2.08,51.41,0
2562,110.0,0.0,0.0,208.0,95.1,178.5,8.0,1.0,0.0,69.0,35.36,94.0,8.08,129.0,8.03,10.5,2.16,53.63,0
2563,104.0,0.0,0.0,118.5,177.8,255.7,12.1,1.0,0.0,92.0,20.15,109.0,15.11,98.0,11.51,4.0,3.27,50.04,0
2564,16.0,0.0,0.0,153.2,229.7,148.2,10.7,1.0,0.0,65.0,26.04,90.0,19.52,94.0,6.67,8.0,2.89,55.12,0
2565,183.0,0.0,0.0,108.3,183.6,176.6,13.5,0.0,0.0,87.0,18.41,116.0,15.61,109.0,7.95,2.0,3.65,45.62,0
2566,147.0,0.0,0.0,168.6,187.7,216.5,14.4,2.0,0.0,92.0,28.66,107.0,15.95,95.0,9.74,8.0,3.89,58.24,0
